Engagement_ID,Alumni_ID,Event_ID,Participation_Score,Feedback_Text,Checkin_Method,Attendance_Status,Feedback_Rating,Survey_Completed,Hours_Spent,Registered_Flag,RSVP_Date,Followup_Sent,Followup_Response,Badge_Earned,Certificate_Issued,Photo_Consent,Comments,Created_At,Updated_At
681,58,34,97,Met potential employers,QR,Attended,5,Yes,2.52,Yes,2015-01-22,Yes,Yes,Attendee,No,No,Looking for internship,2015-04-06,2015-05-12
682,21,331,82,Helpful for interviews,Kiosk,No-Show,4,Yes,1.9,Yes,2022-01-01,No,Later,Attendee,Yes,No,Good content,2022-03-30,2016-07-19
683,666,189,93,Helpful for interviews,QR,Attended,5,Yes,2.87,Yes,2016-12-05,Yes,No,Attendee,Yes,No,Looking for internship,2018-03-16,2022-10-03
684,745,818,95,Helpful for interviews,Manual,No-Show,4,No,1.85,Yes,2021-08-18,No,Yes,Volunteer,No,No,Looking for internship,2019-04-07,2023-01-02
685,456,915,70,Great networking opportunity,Kiosk,Cancelled,5,Yes,2.27,Yes,2016-03-20,No,Later,Mentor,Yes,Yes,Good content,2019-03-28,2015-03-11
686,788,441,81,Informative session,Manual,Attended,5,Yes,0.98,Yes,2024-03-06,Yes,Yes,Volunteer,Yes,No,Great panelists,2025-11-26,2020-06-03
687,748,464,57,Informative session,Kiosk,No-Show,4,No,1.85,Yes,2016-08-12,No,Yes,Mentor,No,Yes,Looking for internship,2020-11-24,2017-01-17
688,824,146,99,Great networking opportunity,Manual,Cancelled,2,No,0.63,Yes,2024-09-19,Yes,No,Mentor,Yes,No,Looking for internship,2017-04-12,2018-04-28
689,86,241,100,Relevant content,QR,Cancelled,1,Yes,1.5,Yes,2022-06-23,Yes,No,Volunteer,Yes,No,Good content,2023-09-18,2023-03-01
690,396,84,100,Informative session,Kiosk,Attended,1,No,0.98,Yes,2019-10-14,Yes,No,Attendee,Yes,Yes,Good content,2018-06-02,2022-01-09
691,513,206,87,Helpful for interviews,QR,Cancelled,4,No,0.3,Yes,2023-04-09,Yes,Yes,Speaker,Yes,Yes,Looking for internship,2022-10-14,2019-03-24
692,782,943,72,Helpful for interviews,Kiosk,Cancelled,5,Yes,1.69,Yes,2024-11-19,No,Yes,Speaker,Yes,Yes,Looking for internship,2023-03-01,2018-06-01
693,560,691,93,Relevant content,Manual,Attended,3,Yes,0.95,Yes,2017-05-08,Yes,No,Speaker,Yes,Yes,Great panelists,2019-12-12,2017-01-09
694,500,844,70,Great networking opportunity,Manual,Attended,3,Yes,0.85,Yes,2016-01-14,Yes,Yes,Attendee,No,Yes,Good content,2024-10-24,2021-05-04
695,207,614,77,Average experience,Manual,Cancelled,3,No,1.23,Yes,2025-11-22,No,No,Attendee,Yes,Yes,Great panelists,2015-08-09,2016-05-19
696,360,556,63,Helpful for interviews,QR,No-Show,5,No,1.68,Yes,2025-11-09,No,Later,Mentor,Yes,Yes,Good content,2016-03-20,2020-05-30
697,253,590,62,Great networking opportunity,Kiosk,Cancelled,4,No,2.1,Yes,2018-04-02,Yes,No,Speaker,No,Yes,Great panelists,2025-09-25,2025-07-08
698,327,784,92,Met potential employers,Kiosk,No-Show,5,No,2.0,Yes,2017-11-22,No,No,Attendee,Yes,No,Looking for internship,2023-11-17,2018-04-17
699,941,271,77,Helpful for interviews,QR,Attended,4,No,1.03,Yes,2023-08-15,No,Yes,Volunteer,Yes,No,Looking for internship,2018-08-26,2021-08-31
700,529,978,59,Informative session,Kiosk,Attended,2,Yes,0.58,Yes,2024-05-22,Yes,No,Mentor,No,No,Good content,2024-05-15,2018-01-28
701,983,205,73,Met potential employers,Manual,Cancelled,3,Yes,0.89,Yes,2019-04-10,Yes,No,Attendee,No,Yes,Would attend again,2023-07-14,2025-05-30
702,630,91,73,Informative session,Manual,Cancelled,3,Yes,2.12,Yes,2020-05-14,No,No,Attendee,No,No,Looking for internship,2021-05-02,2021-12-14
703,266,156,63,Great networking opportunity,Kiosk,Attended,5,No,0.85,Yes,2021-08-13,No,No,Volunteer,No,Yes,Looking for internship,2015-01-10,2025-01-11
704,547,736,84,Average experience,Kiosk,Cancelled,1,Yes,2.37,Yes,2018-04-01,Yes,No,Mentor,No,Yes,Good content,2016-01-04,2023-07-25
705,653,22,87,Informative session,QR,No-Show,2,No,1.7,Yes,2019-06-08,Yes,Yes,Attendee,No,Yes,Looking for internship,2025-02-28,2017-03-10
706,699,851,82,Average experience,Kiosk,Attended,1,No,2.06,Yes,2023-08-17,Yes,No,Speaker,No,No,Would attend again,2017-04-03,2020-03-09
707,68,182,97,Helpful for interviews,Kiosk,No-Show,5,No,1.38,Yes,2020-09-04,No,Yes,Volunteer,Yes,Yes,Looking for internship,2021-11-11,2015-02-09
708,909,721,80,Met potential employers,Kiosk,Attended,5,No,1.89,Yes,2018-02-19,Yes,Later,Volunteer,Yes,No,Great panelists,2017-10-01,2022-04-16
709,278,904,83,Relevant content,Manual,Cancelled,5,No,1.72,Yes,2022-08-18,Yes,Yes,Attendee,No,No,Great panelists,2025-10-05,2025-09-05
710,200,911,87,Relevant content,Manual,No-Show,2,Yes,2.2,Yes,2019-02-05,No,Yes,Mentor,No,Yes,Good content,2022-05-15,2025-07-14
711,300,761,42,Helpful for interviews,Manual,Attended,4,No,1.76,Yes,2015-10-02,Yes,No,Mentor,No,Yes,Good content,2018-01-07,2024-04-10
712,123,625,61,Good alumni connections,Manual,Attended,5,No,2.13,Yes,2017-07-30,Yes,No,Volunteer,No,Yes,Great panelists,2022-04-26,2017-02-23
713,408,131,66,Average experience,Kiosk,Cancelled,5,Yes,1.81,Yes,2022-03-21,Yes,Yes,Attendee,Yes,Yes,Great panelists,2020-12-05,2023-08-31
714,162,492,82,Met potential employers,Manual,Attended,3,Yes,1.44,Yes,2020-03-19,No,Later,Attendee,No,No,Would attend again,2023-04-30,2023-04-03
715,605,439,71,Average experience,Kiosk,No-Show,4,No,3.27,Yes,2015-12-05,No,Later,Mentor,No,Yes,Great panelists,2020-12-17,2022-10-09
716,733,945,73,Met potential employers,Manual,No-Show,2,No,1.09,Yes,2025-07-18,Yes,No,Speaker,No,Yes,Great panelists,2024-06-04,2023-07-14
717,363,817,78,Relevant content,Kiosk,Cancelled,5,Yes,2.31,Yes,2020-07-01,No,No,Speaker,No,No,Would attend again,2016-10-30,2025-07-19
718,457,10,63,Met potential employers,Manual,No-Show,1,Yes,0.47,Yes,2017-01-01,Yes,Yes,Mentor,No,No,Great panelists,2019-05-01,2025-12-10
719,126,268,79,Helpful for interviews,QR,Cancelled,5,Yes,1.28,Yes,2017-12-28,Yes,No,Attendee,Yes,Yes,Great panelists,2019-03-31,2021-03-31
720,44,92,84,Met potential employers,Kiosk,No-Show,2,Yes,1.39,Yes,2017-02-26,No,Later,Volunteer,Yes,No,Great panelists,2017-09-19,2020-05-17
721,116,357,59,Met potential employers,Manual,Cancelled,1,Yes,1.21,Yes,2022-02-04,No,Yes,Speaker,No,Yes,Good content,2018-05-28,2016-09-23
722,529,790,75,Informative session,Kiosk,Attended,1,No,1.17,Yes,2019-12-11,No,No,Speaker,No,No,Good content,2023-03-06,2024-01-02
723,228,540,57,Helpful for interviews,Kiosk,Attended,3,Yes,2.34,Yes,2017-10-02,No,Yes,Volunteer,Yes,Yes,Good content,2023-02-23,2015-12-07
724,945,725,84,Met potential employers,Kiosk,No-Show,4,Yes,1.35,Yes,2021-11-29,No,Yes,Volunteer,No,No,Good content,2019-01-15,2020-05-08
725,913,692,73,Average experience,Manual,Attended,2,Yes,2.17,Yes,2018-04-04,No,No,Mentor,Yes,Yes,Looking for internship,2017-08-01,2021-11-07
726,430,370,80,Great networking opportunity,QR,Attended,5,Yes,1.46,Yes,2025-05-05,No,Yes,Attendee,No,Yes,Good content,2023-05-28,2022-12-16
727,151,563,98,Great networking opportunity,QR,Cancelled,2,Yes,1.11,Yes,2025-05-04,Yes,Yes,Volunteer,No,Yes,Looking for internship,2023-01-28,2015-10-01
728,432,155,89,Great networking opportunity,Manual,Cancelled,5,Yes,0.39,Yes,2015-07-06,No,No,Mentor,Yes,No,Good content,2015-06-02,2021-04-12
729,582,451,67,Met potential employers,Manual,Cancelled,1,Yes,2.13,Yes,2019-12-15,No,Later,Speaker,No,Yes,Good content,2019-10-06,2021-06-23
730,117,603,75,Average experience,Kiosk,No-Show,4,No,1.87,Yes,2020-10-09,No,Yes,Mentor,No,No,Would attend again,2018-07-20,2020-02-09
731,926,327,75,Good alumni connections,QR,No-Show,3,No,1.47,Yes,2019-12-06,No,Later,Speaker,No,No,Great panelists,2020-02-21,2023-01-14
732,232,32,83,Helpful for interviews,Manual,Cancelled,1,Yes,1.81,Yes,2018-01-13,No,Later,Speaker,Yes,Yes,Would attend again,2021-03-05,2020-10-14
733,39,68,71,Informative session,QR,Attended,2,No,1.3,Yes,2022-01-12,Yes,Later,Mentor,No,Yes,Great panelists,2024-01-15,2016-05-04
734,839,218,100,Informative session,Manual,Cancelled,5,No,2.61,Yes,2025-04-03,Yes,No,Attendee,No,No,Looking for internship,2017-01-01,2023-07-22
735,58,363,100,Great networking opportunity,Kiosk,Attended,1,No,2.65,Yes,2022-03-29,No,Later,Volunteer,No,Yes,Would attend again,2024-01-19,2023-07-10
736,819,469,89,Relevant content,Manual,No-Show,4,No,1.03,Yes,2018-06-07,Yes,No,Speaker,Yes,No,Good content,2021-07-13,2022-01-19
737,253,687,100,Met potential employers,Kiosk,No-Show,4,No,0.67,Yes,2022-04-28,Yes,Later,Speaker,Yes,Yes,Looking for internship,2019-10-23,2024-05-23
738,114,190,61,Helpful for interviews,QR,No-Show,1,Yes,1.45,Yes,2025-09-01,No,Yes,Speaker,No,No,Good content,2024-02-18,2020-12-25
739,648,638,50,Helpful for interviews,Manual,No-Show,5,Yes,1.51,Yes,2017-10-20,Yes,Later,Speaker,No,No,Good content,2023-08-08,2025-12-19
740,881,419,75,Great networking opportunity,Manual,Attended,5,Yes,1.29,Yes,2020-07-26,No,Yes,Attendee,Yes,Yes,Great panelists,2017-06-18,2021-03-30
741,5,167,96,Met potential employers,QR,Cancelled,2,No,0.27,Yes,2016-04-14,Yes,Yes,Mentor,No,No,Great panelists,2025-06-19,2016-11-01
742,852,860,56,Met potential employers,Manual,No-Show,2,Yes,0.41,Yes,2015-01-10,No,Later,Volunteer,Yes,No,Would attend again,2017-03-21,2020-05-03
743,123,58,83,Great networking opportunity,Manual,Attended,4,No,1.67,Yes,2020-10-05,Yes,Yes,Speaker,No,No,Great panelists,2020-05-29,2017-09-30
744,604,930,100,Relevant content,Kiosk,Cancelled,1,No,0.43,Yes,2024-11-11,Yes,No,Volunteer,Yes,Yes,Great panelists,2016-12-06,2015-04-01
745,495,982,89,Average experience,Manual,No-Show,4,Yes,2.49,Yes,2016-07-12,No,Yes,Volunteer,No,No,Good content,2022-03-31,2023-07-25
746,369,451,88,Average experience,Manual,Attended,1,Yes,1.53,Yes,2017-05-10,Yes,Yes,Mentor,No,Yes,Good content,2016-03-31,2021-09-13
747,875,200,88,Met potential employers,Manual,Attended,2,Yes,1.3,Yes,2025-09-11,No,Later,Volunteer,Yes,No,Looking for internship,2019-11-27,2016-05-12
748,459,611,88,Helpful for interviews,QR,Cancelled,5,Yes,1.19,Yes,2018-06-24,No,No,Speaker,Yes,Yes,Great panelists,2022-04-21,2015-05-03
749,696,537,100,Great networking opportunity,QR,Attended,5,No,1.87,Yes,2023-03-22,Yes,Yes,Attendee,Yes,Yes,Looking for internship,2017-08-13,2025-04-10
750,765,214,72,Relevant content,Kiosk,Cancelled,4,No,1.72,Yes,2023-02-19,Yes,Yes,Mentor,No,Yes,Good content,2017-10-03,2015-08-17
751,139,464,90,Great networking opportunity,Manual,Cancelled,1,No,1.76,Yes,2024-10-31,Yes,Yes,Speaker,Yes,Yes,Would attend again,2016-01-06,2018-05-19
752,500,41,92,Great networking opportunity,QR,Attended,2,No,0.98,Yes,2018-09-20,No,Yes,Attendee,Yes,Yes,Would attend again,2024-06-02,2021-12-05
753,989,40,78,Average experience,QR,Attended,3,Yes,1.43,Yes,2018-07-31,No,Later,Volunteer,Yes,Yes,Would attend again,2021-05-05,2023-10-14
754,617,587,89,Helpful for interviews,Manual,Attended,3,No,1.67,Yes,2023-01-19,No,Yes,Attendee,Yes,Yes,Great panelists,2024-11-05,2021-10-23
755,837,84,100,Relevant content,Manual,No-Show,2,No,1.63,Yes,2023-02-08,No,No,Volunteer,Yes,No,Looking for internship,2025-11-11,2017-03-03
756,955,47,76,Helpful for interviews,Kiosk,No-Show,1,No,1.15,Yes,2024-05-20,Yes,No,Volunteer,No,Yes,Looking for internship,2018-04-07,2021-03-01
757,709,481,61,Met potential employers,Manual,Cancelled,5,Yes,0.25,Yes,2016-07-01,Yes,Yes,Attendee,Yes,No,Looking for internship,2020-02-17,2023-01-19
758,70,873,75,Informative session,QR,No-Show,3,No,0.92,Yes,2018-08-12,Yes,No,Mentor,No,No,Great panelists,2025-06-17,2024-08-29
759,747,255,80,Relevant content,QR,Cancelled,5,No,2.0,Yes,2022-07-10,Yes,Later,Mentor,Yes,No,Would attend again,2015-09-25,2020-04-16
760,623,103,74,Relevant content,Kiosk,Attended,1,Yes,1.23,Yes,2016-11-16,No,No,Volunteer,Yes,Yes,Good content,2025-09-18,2025-07-14
761,896,90,92,Met potential employers,QR,Cancelled,5,No,1.17,Yes,2024-08-03,No,Later,Attendee,Yes,Yes,Would attend again,2023-05-19,2015-11-17
762,326,685,77,Helpful for interviews,Manual,No-Show,1,No,1.75,Yes,2018-04-16,Yes,Later,Mentor,Yes,Yes,Looking for internship,2023-05-20,2017-03-14
763,229,677,98,Relevant content,Manual,No-Show,1,Yes,2.33,Yes,2023-01-28,Yes,Later,Volunteer,No,Yes,Great panelists,2021-06-28,2024-03-10
764,147,474,72,Helpful for interviews,Kiosk,Attended,2,Yes,2.47,Yes,2020-07-11,Yes,No,Volunteer,Yes,No,Great panelists,2020-02-25,2021-10-18
765,933,542,64,Helpful for interviews,QR,Cancelled,2,Yes,1.2,Yes,2022-02-12,No,Later,Mentor,Yes,No,Great panelists,2024-05-14,2019-06-12
766,447,659,66,Relevant content,Kiosk,Attended,2,Yes,1.8,Yes,2023-08-12,Yes,No,Volunteer,Yes,Yes,Great panelists,2021-01-23,2017-03-22
767,404,343,100,Good alumni connections,Manual,No-Show,5,Yes,1.47,Yes,2016-05-06,No,Yes,Attendee,Yes,Yes,Great panelists,2019-04-01,2021-06-08
768,64,592,79,Great networking opportunity,QR,Cancelled,4,No,1.61,Yes,2017-04-04,No,Later,Speaker,Yes,Yes,Great panelists,2019-03-11,2017-10-19
769,331,580,86,Helpful for interviews,Manual,No-Show,3,No,2.28,Yes,2017-07-08,Yes,Yes,Attendee,No,Yes,Looking for internship,2022-01-16,2023-07-01
770,173,83,89,Average experience,Kiosk,Attended,3,Yes,2.01,Yes,2017-02-18,No,Yes,Attendee,Yes,Yes,Great panelists,2017-08-08,2018-08-28
771,73,89,100,Helpful for interviews,QR,Cancelled,1,Yes,1.94,Yes,2022-12-13,No,No,Speaker,No,Yes,Good content,2019-06-24,2019-02-04
772,143,242,56,Informative session,Manual,Attended,4,Yes,2.6,Yes,2019-11-04,No,Yes,Volunteer,Yes,Yes,Would attend again,2025-05-13,2025-11-10
773,686,30,81,Relevant content,Manual,No-Show,4,Yes,0.64,Yes,2025-06-02,No,No,Attendee,No,No,Good content,2024-04-16,2016-07-04
774,2,694,83,Average experience,Manual,No-Show,1,Yes,1.32,Yes,2024-09-08,Yes,Yes,Speaker,Yes,No,Good content,2021-09-06,2021-11-28
775,554,45,90,Informative session,QR,No-Show,2,No,1.15,Yes,2022-02-25,No,No,Volunteer,No,Yes,Good content,2025-04-24,2019-02-19
776,724,839,79,Helpful for interviews,Kiosk,No-Show,1,No,0.25,Yes,2024-07-02,No,Later,Speaker,Yes,Yes,Great panelists,2016-04-12,2017-05-14
777,938,952,76,Relevant content,Kiosk,Attended,1,No,2.24,Yes,2018-02-09,Yes,Later,Volunteer,Yes,No,Great panelists,2021-10-07,2015-08-28
778,613,659,86,Helpful for interviews,QR,Cancelled,2,No,0.34,Yes,2022-10-25,Yes,Yes,Mentor,No,No,Looking for internship,2016-09-13,2019-05-03
779,971,997,100,Informative session,Kiosk,Attended,4,Yes,0.96,Yes,2022-08-12,Yes,No,Speaker,No,No,Would attend again,2017-03-12,2023-02-14
780,219,886,100,Met potential employers,QR,Cancelled,1,No,1.6,Yes,2024-05-17,Yes,Later,Mentor,No,Yes,Would attend again,2022-04-21,2015-04-10
781,700,410,64,Average experience,Manual,Attended,3,No,1.5,Yes,2022-12-10,Yes,Yes,Speaker,No,No,Looking for internship,2015-11-26,2025-06-09
782,376,942,80,Helpful for interviews,QR,Attended,4,Yes,0.7,Yes,2024-03-05,Yes,No,Speaker,Yes,Yes,Would attend again,2024-03-29,2018-05-24
783,858,687,63,Good alumni connections,Kiosk,No-Show,4,No,1.59,Yes,2025-01-31,No,Later,Mentor,No,Yes,Would attend again,2019-12-15,2015-02-02
784,126,454,100,Met potential employers,Kiosk,Cancelled,3,No,1.8,Yes,2015-12-06,Yes,Later,Attendee,Yes,No,Looking for internship,2022-04-30,2021-05-14
785,448,414,90,Good alumni connections,Kiosk,Cancelled,4,No,1.95,Yes,2017-07-13,No,Yes,Volunteer,No,No,Looking for internship,2019-06-19,2016-07-15
786,818,826,100,Relevant content,Manual,No-Show,4,Yes,1.11,Yes,2025-10-14,Yes,Yes,Mentor,No,Yes,Great panelists,2025-11-16,2022-03-22
787,13,448,63,Helpful for interviews,Kiosk,Attended,4,No,1.45,Yes,2025-04-03,No,Yes,Mentor,No,Yes,Looking for internship,2021-10-15,2022-10-15
788,974,652,67,Met potential employers,Kiosk,Cancelled,2,Yes,2.51,Yes,2018-12-30,No,Yes,Mentor,Yes,No,Looking for internship,2025-06-14,2024-07-22
789,765,779,100,Average experience,QR,No-Show,3,No,1.62,Yes,2019-03-21,No,Yes,Speaker,Yes,No,Looking for internship,2016-09-21,2025-03-09
790,89,886,65,Average experience,Kiosk,Cancelled,2,No,2.42,Yes,2024-11-30,Yes,No,Mentor,Yes,No,Great panelists,2019-05-13,2016-01-07
791,400,5,75,Relevant content,Manual,Attended,1,Yes,2.24,Yes,2023-07-19,Yes,No,Attendee,Yes,Yes,Great panelists,2024-01-15,2015-06-23
792,964,982,77,Average experience,Manual,Cancelled,1,No,2.09,Yes,2015-09-24,Yes,Yes,Attendee,Yes,Yes,Looking for internship,2017-07-24,2017-09-25
793,274,856,92,Great networking opportunity,Manual,Attended,3,No,1.69,Yes,2022-02-20,No,Yes,Mentor,Yes,No,Great panelists,2024-06-07,2024-01-04
794,375,90,78,Helpful for interviews,Manual,Attended,2,Yes,1.32,Yes,2024-05-09,No,Later,Mentor,Yes,Yes,Good content,2018-01-20,2020-02-09
795,712,112,97,Average experience,Kiosk,No-Show,2,No,1.47,Yes,2024-04-23,Yes,Yes,Mentor,No,Yes,Good content,2015-04-13,2021-09-26
796,468,873,95,Informative session,Manual,No-Show,4,No,1.78,Yes,2020-12-08,Yes,No,Speaker,No,Yes,Great panelists,2020-04-17,2023-08-03
797,192,646,72,Met potential employers,Manual,Attended,1,Yes,1.99,Yes,2018-10-13,Yes,Later,Speaker,No,No,Good content,2021-07-26,2016-02-10
798,995,607,73,Average experience,Kiosk,Attended,1,No,1.32,Yes,2020-06-11,Yes,Later,Attendee,Yes,Yes,Great panelists,2021-03-30,2016-07-20
799,162,428,82,Informative session,Manual,Cancelled,4,Yes,1.69,Yes,2017-10-09,Yes,No,Volunteer,No,Yes,Looking for internship,2022-01-04,2025-04-08
800,340,201,96,Relevant content,QR,Attended,5,Yes,1.19,Yes,2022-03-20,Yes,No,Volunteer,No,No,Looking for internship,2024-04-08,2020-07-06
801,532,98,61,Good alumni connections,Manual,Attended,1,No,2.87,Yes,2018-12-14,No,No,Mentor,Yes,Yes,Good content,2018-03-19,2019-02-22
802,984,463,82,Helpful for interviews,Kiosk,Cancelled,3,No,0.25,Yes,2023-03-07,No,Later,Mentor,No,No,Would attend again,2024-12-11,2025-10-29
803,109,875,100,Helpful for interviews,QR,Attended,1,No,1.7,Yes,2017-11-30,No,Later,Volunteer,Yes,No,Great panelists,2025-04-20,2017-07-16
804,631,397,70,Great networking opportunity,Kiosk,Attended,1,Yes,1.59,Yes,2020-04-26,Yes,Later,Speaker,Yes,Yes,Would attend again,2020-06-02,2023-01-14
805,494,480,57,Met potential employers,Kiosk,No-Show,2,Yes,0.52,Yes,2015-08-31,Yes,No,Speaker,No,No,Great panelists,2024-06-23,2025-07-30
806,495,867,69,Informative session,Manual,Cancelled,3,Yes,2.0,Yes,2015-05-24,No,No,Attendee,Yes,No,Good content,2016-10-23,2025-10-18
807,111,175,76,Helpful for interviews,Kiosk,Attended,3,No,2.28,Yes,2022-04-28,No,Yes,Speaker,No,Yes,Looking for internship,2025-05-15,2021-04-01
808,896,731,94,Met potential employers,QR,Cancelled,5,Yes,0.68,Yes,2021-09-18,No,Yes,Speaker,Yes,No,Would attend again,2025-05-04,2018-01-14
809,785,206,92,Informative session,Manual,No-Show,1,No,1.99,Yes,2019-09-14,Yes,Yes,Speaker,Yes,No,Great panelists,2018-04-27,2024-05-09
810,574,480,77,Relevant content,Kiosk,Attended,3,No,1.28,Yes,2015-01-20,No,Later,Mentor,Yes,No,Would attend again,2021-08-04,2022-10-09
811,140,868,63,Helpful for interviews,QR,Attended,1,Yes,2.88,Yes,2019-12-12,Yes,No,Speaker,Yes,No,Good content,2017-04-04,2020-12-28
812,378,260,61,Helpful for interviews,Manual,Attended,2,No,1.63,Yes,2022-02-28,No,Later,Attendee,Yes,Yes,Good content,2021-05-16,2025-11-18
813,766,823,60,Relevant content,QR,Cancelled,2,Yes,1.03,Yes,2021-10-03,No,Later,Attendee,No,Yes,Looking for internship,2019-06-04,2017-03-25
814,538,644,54,Average experience,Manual,Cancelled,5,No,0.46,Yes,2022-05-20,Yes,Later,Mentor,No,No,Great panelists,2024-12-21,2018-05-13
815,916,110,82,Helpful for interviews,Manual,Attended,4,No,1.62,Yes,2017-03-23,No,No,Volunteer,Yes,No,Great panelists,2017-09-03,2018-07-12
816,635,333,74,Good alumni connections,Kiosk,Attended,1,Yes,2.16,Yes,2016-12-31,Yes,Yes,Attendee,Yes,No,Would attend again,2018-04-21,2025-07-06
817,596,334,96,Relevant content,Manual,Cancelled,4,Yes,0.58,Yes,2015-04-30,Yes,Later,Speaker,No,No,Would attend again,2015-11-04,2025-12-06
818,434,187,94,Relevant content,Manual,No-Show,5,Yes,1.05,Yes,2025-10-21,Yes,Later,Attendee,Yes,Yes,Great panelists,2019-08-23,2025-11-04
819,113,690,98,Informative session,QR,No-Show,2,Yes,2.06,Yes,2015-05-23,No,No,Volunteer,No,No,Looking for internship,2025-03-09,2021-05-30
820,567,440,62,Helpful for interviews,QR,Cancelled,3,Yes,1.4,Yes,2021-05-15,Yes,No,Attendee,No,No,Would attend again,2018-03-12,2020-07-21
821,290,487,87,Average experience,QR,Attended,5,No,2.01,Yes,2024-08-27,No,Yes,Mentor,No,Yes,Great panelists,2016-06-09,2024-05-28
822,882,31,82,Average experience,Manual,Attended,3,No,0.43,Yes,2015-10-21,Yes,Later,Attendee,Yes,No,Looking for internship,2018-01-11,2022-04-29
823,561,777,57,Average experience,Manual,Attended,3,Yes,2.45,Yes,2021-05-28,No,Yes,Mentor,Yes,Yes,Good content,2023-02-07,2024-12-22
824,21,147,92,Informative session,QR,Attended,4,No,1.58,Yes,2021-04-23,Yes,No,Speaker,No,No,Would attend again,2018-01-09,2016-07-30
825,79,319,85,Met potential employers,Kiosk,No-Show,2,Yes,0.84,Yes,2016-12-04,Yes,No,Attendee,No,No,Would attend again,2022-11-29,2018-04-06
826,76,530,82,Average experience,Kiosk,Attended,3,No,2.63,Yes,2016-04-07,No,No,Volunteer,Yes,Yes,Looking for internship,2020-09-14,2025-12-08
827,136,174,81,Average experience,Manual,No-Show,3,Yes,0.73,Yes,2018-02-11,Yes,Later,Mentor,No,Yes,Great panelists,2022-01-08,2024-01-26
828,261,558,65,Relevant content,Kiosk,No-Show,3,No,1.82,Yes,2022-10-19,No,Later,Speaker,No,No,Great panelists,2020-09-10,2018-01-18
829,299,122,72,Met potential employers,QR,No-Show,1,No,1.53,Yes,2025-09-12,No,No,Mentor,Yes,No,Great panelists,2025-01-20,2017-06-22
830,148,339,49,Helpful for interviews,QR,No-Show,4,No,1.89,Yes,2023-03-30,Yes,No,Attendee,No,Yes,Would attend again,2021-04-23,2019-06-14
831,859,555,100,Informative session,QR,Attended,3,Yes,1.24,Yes,2019-10-31,No,No,Attendee,No,Yes,Looking for internship,2025-01-15,2025-10-03
832,778,752,84,Good alumni connections,QR,Attended,2,Yes,1.23,Yes,2021-08-13,No,Yes,Attendee,No,No,Looking for internship,2017-07-03,2022-06-27
833,195,393,76,Average experience,Manual,Attended,5,Yes,1.16,Yes,2019-05-12,Yes,Later,Speaker,No,Yes,Great panelists,2018-12-24,2024-06-30
834,173,721,100,Great networking opportunity,Kiosk,Attended,5,Yes,0.67,Yes,2021-03-13,No,No,Volunteer,Yes,No,Looking for internship,2017-05-12,2020-08-20
835,341,226,79,Helpful for interviews,Manual,Attended,5,No,1.58,Yes,2021-10-22,Yes,Later,Volunteer,No,Yes,Good content,2019-07-21,2024-04-29
836,550,899,88,Met potential employers,QR,Cancelled,5,Yes,1.48,Yes,2019-10-09,Yes,Yes,Attendee,No,No,Looking for internship,2025-04-30,2016-06-20
837,929,305,56,Informative session,Kiosk,Attended,4,Yes,2.48,Yes,2021-04-09,No,Later,Mentor,No,No,Would attend again,2024-03-12,2022-03-20
838,342,85,87,Average experience,Kiosk,Cancelled,2,No,2.63,Yes,2021-12-23,No,Yes,Speaker,Yes,No,Good content,2024-05-10,2025-03-10
839,962,484,75,Helpful for interviews,QR,Cancelled,4,No,2.05,Yes,2016-03-25,No,No,Speaker,Yes,No,Great panelists,2020-08-08,2016-03-06
840,818,984,73,Great networking opportunity,Kiosk,Attended,5,Yes,1.78,Yes,2025-07-08,No,Later,Mentor,No,No,Looking for internship,2019-06-17,2025-05-21
841,475,537,79,Met potential employers,Manual,Attended,1,No,0.73,Yes,2019-09-29,No,No,Attendee,Yes,No,Good content,2025-01-29,2017-01-23
842,282,126,88,Relevant content,Kiosk,Cancelled,4,No,1.26,Yes,2021-10-17,Yes,Later,Volunteer,No,No,Would attend again,2015-12-19,2018-08-01
843,489,842,74,Met potential employers,QR,Attended,4,No,1.43,Yes,2015-11-25,Yes,Later,Speaker,Yes,No,Would attend again,2015-11-16,2018-08-01
844,80,75,39,Relevant content,Kiosk,No-Show,4,Yes,2.31,Yes,2016-08-09,No,No,Speaker,Yes,No,Would attend again,2023-02-28,2017-12-22
845,284,344,97,Average experience,QR,No-Show,3,No,2.86,Yes,2018-01-08,Yes,Yes,Mentor,No,Yes,Great panelists,2015-01-14,2019-05-22
846,417,332,63,Informative session,Manual,No-Show,3,Yes,0.62,Yes,2019-08-24,Yes,Yes,Speaker,No,Yes,Great panelists,2019-02-22,2021-06-07
847,62,833,100,Average experience,Kiosk,Attended,3,Yes,1.07,Yes,2023-09-21,No,No,Mentor,Yes,Yes,Good content,2018-04-19,2017-06-09
848,897,544,81,Good alumni connections,Kiosk,Cancelled,1,No,1.64,Yes,2020-06-19,No,Later,Speaker,Yes,Yes,Looking for internship,2022-06-17,2020-01-23
849,119,337,86,Good alumni connections,Kiosk,Cancelled,3,No,1.5,Yes,2019-05-02,No,Yes,Attendee,Yes,No,Looking for internship,2024-05-18,2018-11-16
850,398,692,69,Informative session,QR,Attended,2,No,0.88,Yes,2018-11-22,Yes,Later,Speaker,No,Yes,Good content,2024-09-01,2015-02-13
