Job_ID,Alumni_ID,Employer_ID,Role,Technology,Employment_Type,Work_Auth_At_Hire,Remote_Flag,City,State,Country,Start_Date,End_Date,Job_Portal,Salary_USD,Bonus_USD,Performance_Rating,Manager_Name,Team,Offer_Accept_Days
623,658,611,Data Analyst,C++,Contract,H1B,No,Orlando,FL,USA,2021-05-28,2022-07-15,Glassdoor,120379,6387,1,Hannah Thomas,Security,6
624,804,651,Data Engineer,"AWS, Snowflake, Python",Part-Time,Citizen,Yes,Grand Rapids,MI,USA,2022-02-17,2023-07-03,Glassdoor,91386,13286,2,Michael Hickman,Platform,5
625,388,968,Product Manager,"Kubernetes, AWS, JavaScript",Intern,Citizen,Yes,Peoria,IL,USA,2023-08-10,2025-07-29,Glassdoor,45000,11038,4,Jeremy Kent,SRE,17
626,301,359,Data Analyst,"Java, Python",Full-Time,CPT,No,Miami,FL,USA,2023-04-13,2024-02-24,Handshake,100967,7153,4,Joshua Young,QA,15
627,775,126,Data Engineer,"Tableau, .NET",Intern,CPT,Yes,Ann Arbor,MI,USA,2018-04-23,2022-04-02,LinkedIn,77913,16131,5,Cynthia Griffin,SRE,9
628,360,385,Software Engineer,"Power BI, Tableau",Full-Time,STEM-OPT,No,Detroit,MI,USA,2020-02-20,2022-10-06,Glassdoor,106841,2150,3,Bradley Monroe,Security,9
629,286,779,Data Engineer,"Snowflake, C++",Part-Time,Citizen,No,Harrisburg,PA,USA,2024-09-13,2024-09-21,Company Site,89027,3597,1,Samuel Carter,QA,16
630,386,831,Data Analyst,Python,Intern,Citizen,No,Miami,FL,USA,2022-12-27,2022-01-24,LinkedIn,97825,13524,2,Laura Joseph,Security,3
631,376,492,SDET,"Tableau, Docker, Kubernetes",Full-Time,H1B,No,White Plains,NY,USA,2025-09-07,2025-03-17,LinkedIn,102507,7033,3,Alexandra Harris,SRE,4
632,379,940,QA Engineer,"Hadoop, GCP, AWS",Contract,H1B,Yes,Irvine,CA,USA,2021-12-04,2025-10-22,Company Site,113897,7285,4,Antonio Montoya,Data,16
633,474,356,Product Manager,GCP,Intern,OPT,No,New York,NY,USA,2025-07-27,2025-04-05,Company Site,65754,10810,5,Mr. David Davis,Apps,1
634,633,844,Data Engineer,GCP,Contract,Citizen,Yes,Clayton,MO,USA,2022-09-24,2024-11-03,Glassdoor,101706,5159,1,Veronica Mendoza,Platform,6
635,754,530,Salesforce Developer,"Power BI, .NET, Docker",Part-Time,STEM-OPT,Yes,Jacksonville,FL,USA,2021-02-19,2021-10-29,LinkedIn,117949,4528,1,Richard Marshall,SRE,8
636,74,332,Data Engineer,"Azure, Java",Intern,CPT,No,Redmond,WA,USA,2020-10-11,2020-03-19,Indeed,79968,6815,2,Brenda Delgado,QA,13
637,934,117,Business Analyst,"R, Java, Python",Intern,H1B,No,Houston,TX,USA,2025-11-17,2025-04-02,Indeed,107206,9119,2,Jeanette Mcpherson,Apps,1
638,367,661,Data Analyst,"Node.js, .NET, Java",Full-Time,OPT,No,Atlanta,GA,USA,2023-10-09,2023-09-18,Handshake,125231,1719,2,Savannah Smith,SRE,14
639,997,352,DevOps Engineer,"R, Node.js, Java",Contract,STEM-OPT,No,San Jose,CA,USA,2019-11-26,2019-02-20,Handshake,101461,7709,1,Brandon Reeves,QA,11
640,200,333,Salesforce Developer,"Java, Spark, Docker",Intern,OPT,No,Naperville,IL,USA,2019-09-01,2023-08-05,Campus Career Fair,100301,9442,4,Willie Jackson,SRE,17
641,445,87,ML Engineer,"Python, Power BI",Part-Time,CPT,No,Denver,CO,USA,2023-05-01,2025-01-23,Referral,149961,5137,4,Michael Lyons,Data,16
642,837,281,Software Engineer,"Azure, AWS",Contract,STEM-OPT,Yes,Pittsburgh,PA,USA,2025-11-28,2025-05-07,Campus Career Fair,69328,8569,2,Cassandra Bell,Data,3
643,728,28,QA Engineer,JavaScript,Contract,OPT,Yes,Ann Arbor,MI,USA,2025-05-22,2025-11-13,Handshake,92372,6747,1,Grace Fowler,SRE,8
644,717,583,Data Analyst,Azure,Full-Time,H1B,No,Buffalo,NY,USA,2024-03-03,2024-10-30,Referral,63601,660,5,Anne Brown,Data,7
645,363,253,Software Engineer,"React, Spark",Part-Time,Citizen,No,Charlotte,NC,USA,2025-07-07,2025-12-25,Company Site,60986,6140,1,Paul Patterson,Apps,2
646,625,505,DevOps Engineer,Tableau,Full-Time,H1B,No,Tacoma,WA,USA,2021-03-16,2023-10-22,Indeed,124023,4829,1,Kaitlyn Warren,Apps,17
647,669,44,Security Analyst,Spark,Contract,Citizen,No,Atlanta,GA,USA,2023-07-13,2025-06-11,Referral,62202,8961,3,Kelly King,Platform,1
648,870,971,Business Analyst,".NET, Hadoop, Tableau",Full-Time,CPT,Yes,Peoria,IL,USA,2025-01-13,2025-11-27,Company Site,103633,8359,4,Tracy Rangel,QA,13
649,577,401,ML Engineer,"R, Kubernetes, Spark",Intern,STEM-OPT,No,San Francisco,CA,USA,2022-08-09,2022-09-16,Indeed,71009,10634,1,Mark Torres,Platform,15
650,676,478,Salesforce Developer,"Snowflake, SQL",Intern,H1B,No,Cambridge,MA,USA,2024-05-08,2025-05-25,LinkedIn,111903,2731,1,Annette Long,Data,15
651,32,783,DevOps Engineer,"Node.js, Power BI",Intern,OPT,Yes,Tempe,AZ,USA,2019-02-12,2023-11-25,Campus Career Fair,88482,5953,1,Thomas Flores,Data,14
652,155,243,DevOps Engineer,Azure,Contract,CPT,Yes,Kansas City,MO,USA,2024-08-22,2024-12-09,Company Site,107176,8759,5,Alison Deleon,Apps,5
653,119,12,QA Engineer,"Power BI, JavaScript",Full-Time,Citizen,Yes,Columbus,OH,USA,2022-04-15,2024-04-06,Company Site,115251,5312,4,Kent Guzman,Apps,13
654,517,922,DevOps Engineer,".NET, GCP, Power BI",Part-Time,Citizen,Yes,Austin,TX,USA,2023-09-01,2025-07-13,LinkedIn,119689,10596,2,Jessica Keith,SRE,15
655,583,6,Data Analyst,"Node.js, GCP",Intern,H1B,Yes,Cleveland,OH,USA,2023-07-05,2024-05-31,Campus Career Fair,75430,5697,1,Mathew Phillips,Security,12
656,605,935,Salesforce Developer,"Kubernetes, Tableau, JavaScript",Part-Time,H1B,No,Irvine,CA,USA,2022-08-02,2022-03-16,Referral,125627,1772,2,Michael Harris,Apps,4
657,142,695,QA Engineer,JavaScript,Full-Time,STEM-OPT,No,Cleveland,OH,USA,2018-06-14,2018-12-07,Campus Career Fair,108022,7813,4,Louis Young,Security,13
658,384,757,Data Engineer,"Java, Docker, C++",Full-Time,H1B,No,Bellevue,WA,USA,2022-07-19,2024-01-24,Referral,104273,4831,1,Amber Escobar,Apps,18
659,939,984,Product Manager,"React, Azure",Intern,STEM-OPT,Yes,Savannah,GA,USA,2022-01-04,2023-11-02,Company Site,121133,10542,2,Angela Kelly,Apps,5
660,448,947,Salesforce Developer,"Azure, SQL, JavaScript",Contract,OPT,No,New York,NY,USA,2025-12-05,2025-10-29,Referral,105774,6393,1,Joel Perez,SRE,8
661,99,467,Security Analyst,"Hadoop, Kubernetes",Full-Time,OPT,No,Cincinnati,OH,USA,2024-03-24,2025-06-14,Company Site,103890,10207,4,Sheri Fletcher,Apps,5
662,711,230,ML Engineer,".NET, SQL",Full-Time,H1B,No,Pittsburgh,PA,USA,2022-09-03,2024-12-21,Referral,65968,6994,4,Julie Cortez,Security,7
663,110,668,SDET,".NET, JavaScript, Spark",Contract,STEM-OPT,Yes,Boston,MA,USA,2022-04-01,2025-08-31,Glassdoor,65455,6099,2,Cassandra Phillips,QA,17
664,990,510,Software Engineer,"SQL, R",Intern,STEM-OPT,No,Detroit,MI,USA,2024-01-13,2025-05-09,Company Site,127130,7679,2,Barbara Payne,Data,18
665,930,343,ML Engineer,"SQL, Azure, React",Part-Time,CPT,No,Miami,FL,USA,2017-09-23,2023-05-23,LinkedIn,48776,10843,2,Taylor Olsen,Apps,13
666,768,510,Software Engineer,"Snowflake, SQL, C++",Part-Time,STEM-OPT,No,St. Louis,MO,USA,2021-03-04,2021-07-30,Referral,105713,7605,2,Lisa Garcia,Data,17
667,842,585,Salesforce Developer,"Kubernetes, Hadoop",Intern,STEM-OPT,Yes,Tempe,AZ,USA,2025-04-09,2025-04-27,Company Site,97378,6571,3,Kimberly Hamilton,SRE,5
668,33,639,Product Manager,"GCP, Java, JavaScript",Full-Time,STEM-OPT,Yes,Plano,TX,USA,2024-06-08,2024-03-18,Handshake,81903,9787,5,Audrey Williams,QA,5
669,17,175,Salesforce Developer,"AWS, Tableau, GCP",Contract,OPT,No,Somerville,MA,USA,2019-12-20,2022-02-12,Glassdoor,126504,7103,4,Barbara Martinez,SRE,17
670,907,790,Salesforce Developer,"React, Power BI, Snowflake",Contract,STEM-OPT,Yes,New York,NY,USA,2020-05-28,2021-04-23,Glassdoor,159625,7588,4,Hannah Morris,QA,12
671,856,484,QA Engineer,Power BI,Intern,STEM-OPT,Yes,Cincinnati,OH,USA,2024-06-19,2025-06-19,Indeed,72912,5884,5,Steven Brown,Data,8
672,15,169,Software Engineer,"GCP, Power BI, AWS",Contract,OPT,Yes,Atlanta,GA,USA,2023-05-26,2025-10-10,Indeed,82960,7877,3,Michelle Kennedy,Apps,14
673,37,649,Salesforce Developer,"JavaScript, Spark",Full-Time,CPT,No,Scottsdale,AZ,USA,2020-06-18,2021-11-16,Campus Career Fair,85751,9217,2,Scott Jennings,QA,8
674,700,71,ML Engineer,Python,Part-Time,OPT,Yes,Cleveland,OH,USA,2022-05-24,2025-04-21,LinkedIn,82724,8531,4,Barbara Stevenson,Data,16
675,877,748,SDET,JavaScript,Part-Time,OPT,Yes,Pittsburgh,PA,USA,2025-01-02,2025-01-03,Campus Career Fair,82053,4606,5,Jessica Brown,Security,6
676,149,26,Security Analyst,Docker,Contract,STEM-OPT,No,San Jose,CA,USA,2021-03-06,2022-03-24,Referral,92916,6119,5,Jordan Adams,Platform,11
677,759,438,Business Analyst,"Node.js, Tableau",Part-Time,STEM-OPT,Yes,Springfield,IL,USA,2020-11-13,2023-06-02,Glassdoor,98855,9571,2,Dr. Christopher Cox PhD,Data,15
678,72,933,ML Engineer,Hadoop,Contract,H1B,No,Irvine,CA,USA,2025-03-05,2025-03-16,Indeed,90529,10400,2,Lisa Harris,Data,13
679,821,430,QA Engineer,"C++, GCP, Power BI",Full-Time,CPT,Yes,Jacksonville,FL,USA,2021-10-20,2022-10-22,Company Site,73780,12176,5,Lindsay Martinez,QA,9
680,27,971,Data Engineer,"Power BI, Docker",Full-Time,CPT,Yes,Philadelphia,PA,USA,2023-04-12,2024-08-07,LinkedIn,96439,7278,3,Theresa Cooper,Platform,9
681,397,76,QA Engineer,"Docker, AWS, React",Contract,H1B,Yes,Peoria,IL,USA,2024-06-22,2025-07-19,Referral,47868,11918,2,Kristina Thomas,Security,7
682,529,859,Product Manager,"Snowflake, Spark",Part-Time,H1B,Yes,Alpharetta,GA,USA,2024-06-14,2024-10-22,Referral,101718,4959,3,Charles Townsend,Data,8
683,674,258,ML Engineer,"GCP, React, Snowflake",Part-Time,OPT,Yes,Worcester,MA,USA,2019-12-21,2021-09-15,Glassdoor,85237,790,2,Jose Fowler,Data,13
684,155,626,QA Engineer,"SQL, R, GCP",Part-Time,CPT,Yes,Redmond,WA,USA,2022-07-18,2022-07-02,LinkedIn,119760,6378,4,Christopher Pierce,Platform,7
685,96,532,DevOps Engineer,"R, React",Full-Time,CPT,Yes,Austin,TX,USA,2022-07-30,2022-01-11,LinkedIn,87564,7489,3,Michelle Wong,QA,13
686,587,433,Salesforce Developer,"Azure, Kubernetes",Part-Time,OPT,Yes,Cary,NC,USA,2023-05-24,2023-06-09,Indeed,113721,6554,1,Elizabeth Smith,Data,10
687,602,237,DevOps Engineer,"JavaScript, Kubernetes, Hadoop",Intern,STEM-OPT,No,Pittsburgh,PA,USA,2018-12-06,2019-02-22,Company Site,105004,7314,4,Cynthia Parker,QA,12
688,606,560,SDET,"Kubernetes, Python, React",Part-Time,CPT,Yes,Chicago,IL,USA,2022-12-01,2023-08-22,LinkedIn,96163,11459,4,Elizabeth Rodriguez,Security,11
689,330,832,Software Engineer,"GCP, Kubernetes",Full-Time,Citizen,Yes,Tacoma,WA,USA,2018-01-08,2018-12-12,Campus Career Fair,115893,7321,1,Lindsey Wheeler,Platform,2
690,20,955,DevOps Engineer,".NET, Snowflake, React",Part-Time,H1B,Yes,Bellevue,WA,USA,2017-03-05,2023-07-01,Glassdoor,98173,7080,5,Kristin Rivera,QA,15
691,3,319,Software Engineer,"Azure, AWS, Python",Intern,OPT,No,Harrisburg,PA,USA,2017-11-24,2019-05-17,Campus Career Fair,105920,4058,5,Barbara Whitehead,Data,5
692,509,808,Business Analyst,"JavaScript, Snowflake",Full-Time,Citizen,Yes,Boston,MA,USA,2023-11-11,2023-03-29,Campus Career Fair,87485,9500,5,Willie Vargas,Data,9
693,683,111,Product Manager,"React, JavaScript, AWS",Full-Time,CPT,No,Naperville,IL,USA,2018-08-26,2018-10-27,Company Site,106161,1716,2,Emily Smith,SRE,11
694,477,43,Salesforce Developer,"GCP, Tableau, AWS",Part-Time,H1B,Yes,Tampa,FL,USA,2024-05-01,2024-06-15,Handshake,84726,12293,2,Logan Young,Apps,14
695,85,128,ML Engineer,"Azure, Kubernetes, Java",Contract,CPT,Yes,Redmond,WA,USA,2024-01-18,2025-12-11,LinkedIn,92838,2976,3,Nicole Sherman,Security,2
696,691,661,Software Engineer,Java,Intern,OPT,Yes,Alpharetta,GA,USA,2022-07-07,2022-07-10,Handshake,110584,2374,5,Stephen Carr,Security,13
697,581,773,Data Analyst,"JavaScript, Power BI",Contract,CPT,Yes,San Diego,CA,USA,2022-10-13,2024-06-22,LinkedIn,78029,3645,4,Natalie Payne,QA,7
698,198,387,DevOps Engineer,"Power BI, Docker, React",Intern,H1B,Yes,Plano,TX,USA,2025-10-24,2025-10-17,Referral,111370,13777,2,Kayla Bass,Data,11
699,56,127,Product Manager,"Power BI, React, R",Intern,CPT,Yes,Buffalo,NY,USA,2018-12-07,2024-01-31,Referral,99841,3473,4,Sherri Pennington,Platform,14
700,495,253,DevOps Engineer,"Azure, Tableau",Contract,STEM-OPT,Yes,Fort Collins,CO,USA,2025-08-12,2025-01-14,Glassdoor,45000,12962,2,Travis Miller,QA,14
701,784,961,QA Engineer,"Tableau, Node.js",Full-Time,STEM-OPT,Yes,Tampa,FL,USA,2025-02-10,2025-10-06,Campus Career Fair,112887,7656,3,Gail Mcdonald,QA,11
702,279,4,Salesforce Developer,"SQL, Hadoop",Contract,H1B,Yes,Pittsburgh,PA,USA,2021-12-21,2023-08-02,Indeed,93046,7257,5,Benjamin Gentry,Security,9
703,978,220,Salesforce Developer,Java,Part-Time,STEM-OPT,No,Philadelphia,PA,USA,2024-09-06,2024-03-25,Company Site,100064,5457,4,Thomas Franklin,QA,9
704,983,205,SDET,React,Contract,STEM-OPT,No,Grand Rapids,MI,USA,2023-03-28,2025-10-16,Indeed,85720,10881,2,Kevin Ware,QA,7
705,780,951,ML Engineer,"JavaScript, C++",Part-Time,H1B,No,San Diego,CA,USA,2025-09-21,2025-02-15,Company Site,77810,5341,5,Karen Cole,Apps,9
706,952,463,Data Engineer,R,Full-Time,Citizen,No,Durham,NC,USA,2019-02-06,2025-05-02,Referral,121007,9467,4,Michael Bridges,SRE,11
707,115,729,ML Engineer,"Hadoop, JavaScript, AWS",Intern,Citizen,Yes,Chicago,IL,USA,2019-05-11,2019-12-24,Indeed,97353,13499,3,Aaron Gaines,SRE,14
708,254,667,Business Analyst,C++,Contract,STEM-OPT,No,Chicago,IL,USA,2025-07-13,2025-08-10,Referral,89968,12770,1,Abigail Ferguson,Platform,10
709,417,502,Salesforce Developer,"SQL, Java, C++",Contract,STEM-OPT,Yes,Detroit,MI,USA,2020-03-16,2020-07-27,Indeed,84010,12807,5,Kimberly Sanchez,QA,5
710,293,206,Security Analyst,"Hadoop, C++",Part-Time,OPT,Yes,Los Angeles,CA,USA,2023-03-10,2023-05-15,Campus Career Fair,74826,7715,2,Claire Sparks,Platform,22
711,730,81,DevOps Engineer,"Python, Tableau, Spark",Contract,CPT,Yes,Grand Rapids,MI,USA,2023-11-12,2023-01-20,Indeed,93482,7860,2,Jeremy Shaffer,Data,5
712,666,278,Salesforce Developer,"Node.js, Azure, JavaScript",Part-Time,H1B,No,Grand Rapids,MI,USA,2025-03-23,2025-05-11,Handshake,117675,7762,2,Jenna Galvan,Apps,15
713,485,357,Salesforce Developer,"R, Tableau, GCP",Intern,Citizen,No,Urbana,IL,USA,2020-04-02,2025-09-17,Handshake,77537,2122,4,Andres Padilla,Apps,10
714,962,300,Salesforce Developer,"Kubernetes, JavaScript",Full-Time,H1B,No,Miami,FL,USA,2023-04-29,2024-11-15,Campus Career Fair,63776,7796,4,William Wood,Data,6
715,1000,861,Security Analyst,"Tableau, SQL, R",Intern,OPT,Yes,Philadelphia,PA,USA,2020-03-22,2023-01-07,Indeed,97349,4333,1,Johnny Davis,QA,11
716,23,199,Security Analyst,"R, AWS, Azure",Contract,H1B,Yes,Bellevue,WA,USA,2022-04-26,2023-01-28,Campus Career Fair,109415,1646,5,Anthony Henry,Data,11
717,836,836,DevOps Engineer,"C++, AWS",Intern,CPT,No,Columbus,OH,USA,2023-12-23,2025-12-18,Indeed,159835,6874,4,Isaac Miller,SRE,9
718,612,655,Security Analyst,"Kubernetes, C++",Intern,CPT,No,Savannah,GA,USA,2022-11-18,2023-06-13,Referral,76593,11907,3,Monique Johnson,Apps,13
719,346,828,SDET,"GCP, React",Contract,H1B,Yes,Fort Collins,CO,USA,2019-08-25,2021-03-11,Glassdoor,126335,4581,3,Lauren Moore,Security,11
720,134,155,Security Analyst,"Java, C++, Tableau",Part-Time,OPT,No,Grand Rapids,MI,USA,2024-12-26,2025-12-04,Company Site,45000,6809,5,Matthew Scott,Apps,3
721,282,168,DevOps Engineer,AWS,Contract,CPT,Yes,Jacksonville,FL,USA,2023-07-02,2023-01-20,Referral,94586,6221,5,Gabrielle Estrada,Security,9
722,626,747,Business Analyst,"SQL, Tableau",Intern,OPT,Yes,Fort Collins,CO,USA,2022-06-17,2023-12-24,Indeed,114816,7091,1,Abigail Johnson,QA,8
723,456,539,ML Engineer,JavaScript,Part-Time,H1B,Yes,San Antonio,TX,USA,2019-01-31,2019-01-29,Campus Career Fair,59182,6950,2,Adam Spencer,Data,1
724,687,373,Business Analyst,"SQL, Kubernetes",Part-Time,H1B,Yes,Cambridge,MA,USA,2023-03-27,2023-03-28,Campus Career Fair,84039,9606,2,Angela Silva,Apps,11
725,429,215,Business Analyst,"Power BI, AWS",Contract,CPT,Yes,Savannah,GA,USA,2023-09-22,2025-06-15,Referral,88393,12190,4,Brandy Morgan,SRE,4
726,458,425,Business Analyst,"Power BI, Spark, Azure",Intern,CPT,Yes,Tacoma,WA,USA,2021-11-17,2023-05-08,Indeed,93009,8534,2,Jonathan Smith,Platform,8
727,651,39,Data Analyst,"C++, Spark, React",Part-Time,CPT,No,Tucson,AZ,USA,2021-08-09,2024-07-19,LinkedIn,78302,3224,1,Jennifer Brennan,SRE,5
728,295,972,Data Engineer,Hadoop,Contract,STEM-OPT,No,Jacksonville,FL,USA,2025-04-03,2025-07-04,Indeed,134292,3497,5,Ashley Scott,Security,10
729,912,530,Software Engineer,JavaScript,Contract,Citizen,No,Savannah,GA,USA,2021-04-05,2024-10-02,Indeed,119627,7856,1,Nicholas Pruitt,Data,1
730,5,721,Software Engineer,"Kubernetes, Snowflake",Part-Time,OPT,Yes,Ann Arbor,MI,USA,2023-05-18,2023-02-02,LinkedIn,79553,6340,2,Laurie Dean,Apps,7
731,619,223,Data Analyst,"AWS, SQL",Full-Time,H1B,Yes,Cincinnati,OH,USA,2022-12-13,2022-04-21,LinkedIn,112271,306,4,Shannon Thompson,Apps,1
732,948,810,SDET,"Kubernetes, JavaScript",Intern,H1B,Yes,Grand Rapids,MI,USA,2023-08-14,2023-04-04,Referral,124146,8349,5,Jacob Richards,SRE,9
733,451,385,DevOps Engineer,"R, GCP",Part-Time,Citizen,Yes,Denver,CO,USA,2021-05-03,2021-06-13,Company Site,102072,9103,4,Mrs. Angela Brown,Security,6
734,117,603,DevOps Engineer,"Spark, React, JavaScript",Intern,Citizen,No,Jacksonville,FL,USA,2025-06-22,2025-12-14,Indeed,117512,11297,3,Nicole Foster,QA,9
735,467,926,Salesforce Developer,".NET, Docker",Contract,STEM-OPT,No,Rochester,NY,USA,2023-10-16,2024-03-14,Campus Career Fair,51460,9257,5,Mrs. Barbara Thomas,Security,19
736,174,470,Data Analyst,Tableau,Part-Time,OPT,Yes,Worcester,MA,USA,2023-04-08,2023-03-05,Campus Career Fair,71798,9571,5,Michael Wang,Data,14
737,293,564,Data Analyst,AWS,Intern,OPT,No,Springfield,IL,USA,2023-10-15,2023-03-19,Indeed,164584,10120,2,Daniel Hahn,Data,16
738,826,123,Software Engineer,"Node.js, C++",Intern,CPT,Yes,Redmond,WA,USA,2024-08-05,2024-07-17,Campus Career Fair,116709,10710,1,Brian Pruitt,QA,14
739,92,697,DevOps Engineer,"Spark, .NET, SQL",Intern,Citizen,Yes,Clayton,MO,USA,2016-07-19,2024-12-30,Indeed,119250,5762,4,Jo Alexander,Apps,11
740,424,476,SDET,"AWS, Azure, Tableau",Part-Time,Citizen,Yes,New York,NY,USA,2022-11-17,2024-03-29,Glassdoor,146078,5714,4,Lauren Andrews,Security,10
741,469,454,Security Analyst,Azure,Full-Time,H1B,Yes,Boulder,CO,USA,2020-04-15,2022-05-08,Handshake,116010,6492,3,Kaitlin Huber,Data,17
742,442,786,Business Analyst,"Hadoop, Power BI, Docker",Part-Time,Citizen,No,Seattle,WA,USA,2023-09-11,2023-09-17,Indeed,74203,8441,3,Michelle Thomas,Security,1
743,945,228,ML Engineer,"Docker, Node.js, Spark",Part-Time,CPT,No,Tempe,AZ,USA,2023-05-27,2023-01-28,Handshake,123134,13543,5,Jennifer Fisher,Apps,4
744,560,138,DevOps Engineer,"Spark, JavaScript, SQL",Contract,OPT,Yes,Buffalo,NY,USA,2025-10-13,2025-12-16,Handshake,119015,8519,4,Christine Porter,Data,12
745,755,165,Data Engineer,"React, Kubernetes",Contract,OPT,No,Tempe,AZ,USA,2023-10-11,2023-08-23,Company Site,92206,12819,3,Dwayne Harrell,Data,9
746,978,226,ML Engineer,Power BI,Intern,OPT,No,Raleigh,NC,USA,2018-01-10,2022-06-26,LinkedIn,127025,12659,1,Ashley Lopez,Platform,6
747,494,199,ML Engineer,Snowflake,Contract,Citizen,No,Tucson,AZ,USA,2024-04-17,2025-01-26,Company Site,145541,10258,2,Gary Ellis,SRE,22
748,251,604,Software Engineer,"Tableau, Azure, Power BI",Full-Time,Citizen,Yes,Harrisburg,PA,USA,2025-03-06,2025-12-01,LinkedIn,96236,10008,2,Courtney Miller,Data,9
749,23,495,Business Analyst,Docker,Contract,Citizen,Yes,Jacksonville,FL,USA,2025-10-02,2025-09-13,Referral,76155,6734,4,Catherine Moss,SRE,17
750,903,842,DevOps Engineer,"JavaScript, Java",Contract,OPT,Yes,Tampa,FL,USA,2022-09-04,2025-01-12,LinkedIn,82767,8633,3,David Hernandez,Apps,1
751,962,345,Product Manager,GCP,Part-Time,STEM-OPT,Yes,Grand Rapids,MI,USA,2023-05-13,2024-02-10,Glassdoor,123043,12234,2,Sarah Shah,Security,6
752,548,198,Data Engineer,"Java, Node.js",Full-Time,H1B,No,Grand Rapids,MI,USA,2024-11-24,2024-02-08,Campus Career Fair,93087,8551,2,Rebecca Montgomery,Apps,17
753,563,115,Business Analyst,"Java, R, Azure",Full-Time,Citizen,Yes,Orlando,FL,USA,2023-06-24,2025-03-03,LinkedIn,79376,6329,1,Tina Horton,Security,20
754,441,751,Product Manager,Azure,Full-Time,OPT,Yes,Columbus,OH,USA,2025-10-14,2025-02-09,Glassdoor,101929,6284,5,Franklin Gross,Security,19
755,954,785,Data Analyst,"Kubernetes, SQL",Part-Time,OPT,Yes,Atlanta,GA,USA,2025-08-04,2025-06-23,Handshake,74555,9464,4,Kelly Nguyen,Platform,18
756,817,342,Data Analyst,Java,Full-Time,STEM-OPT,Yes,Orlando,FL,USA,2025-10-04,2025-02-08,Indeed,103096,2853,4,Jacqueline Campbell,Platform,5
757,81,243,SDET,"Hadoop, Docker",Full-Time,H1B,Yes,Columbus,OH,USA,2025-05-25,2025-01-23,LinkedIn,100311,8142,3,Peter Arroyo,Security,17
758,989,40,QA Engineer,Docker,Part-Time,CPT,Yes,Detroit,MI,USA,2023-11-18,2023-10-28,Glassdoor,142480,7206,2,Allen Bell,QA,9
759,580,803,Software Engineer,"React, Kubernetes",Contract,H1B,Yes,Worcester,MA,USA,2025-10-01,2025-10-21,Handshake,98986,9043,2,Ronald Trevino,Security,3
760,837,84,SDET,"Docker, C++, JavaScript",Full-Time,STEM-OPT,Yes,Cambridge,MA,USA,2025-11-18,2025-08-25,Handshake,108391,7084,1,Amy Bennett,QA,12
761,959,560,Security Analyst,Power BI,Full-Time,H1B,Yes,Pittsburgh,PA,USA,2022-07-19,2022-03-23,Referral,72797,6571,1,Nancy Martinez,QA,7
762,563,709,Salesforce Developer,"Snowflake, AWS, GCP",Contract,H1B,Yes,Ann Arbor,MI,USA,2025-04-06,2025-07-21,Campus Career Fair,118579,9217,5,John Baker,Apps,8
763,576,505,Data Engineer,Tableau,Intern,Citizen,No,Miami,FL,USA,2025-03-13,2025-02-05,Indeed,72961,2351,1,Robert Carter,SRE,16
764,596,301,Data Engineer,"Hadoop, React, JavaScript",Intern,Citizen,Yes,Dallas,TX,USA,2024-08-16,2024-12-04,Company Site,106354,0,5,Casey Myers,QA,20
765,67,484,Business Analyst,JavaScript,Contract,STEM-OPT,No,Savannah,GA,USA,2025-10-24,2025-02-21,LinkedIn,149290,9267,2,Jordan Reyes,Platform,10
766,410,979,Salesforce Developer,"R, Kubernetes, Tableau",Part-Time,CPT,Yes,Detroit,MI,USA,2018-12-25,2023-03-18,Indeed,68916,9268,1,Joseph Morris,QA,6
767,685,279,DevOps Engineer,"Python, Kubernetes",Full-Time,CPT,Yes,Chesterfield,MO,USA,2024-05-31,2025-04-26,Glassdoor,93445,4710,2,Nicholas Kemp,Data,12
768,677,733,Data Analyst,"JavaScript, Java, Power BI",Contract,OPT,Yes,Phoenix,AZ,USA,2024-07-15,2024-10-07,Company Site,97669,6288,3,Edward Smith,Security,6
769,142,190,Product Manager,Azure,Part-Time,Citizen,Yes,Detroit,MI,USA,2020-08-27,2025-07-11,Company Site,61504,4968,5,Clifford Rose,Security,8
770,263,114,Data Analyst,"Kubernetes, Spark, Tableau",Full-Time,H1B,Yes,Savannah,GA,USA,2025-08-15,2025-05-07,Campus Career Fair,94070,4091,4,David Williams,SRE,12
771,659,680,Security Analyst,GCP,Part-Time,CPT,Yes,Tempe,AZ,USA,2024-03-31,2024-06-18,Glassdoor,89311,9556,5,Kelsey Howell,Apps,1
772,834,857,Product Manager,"R, C++",Intern,Citizen,Yes,Boulder,CO,USA,2019-10-15,2021-01-28,LinkedIn,114953,10003,4,Alison Martinez MD,Data,14
773,770,644,Product Manager,"Java, Hadoop, GCP",Part-Time,H1B,Yes,Springfield,IL,USA,2023-10-20,2023-02-22,Campus Career Fair,95326,7614,4,Luke Ward,Apps,17
774,228,966,Business Analyst,"Hadoop, Kubernetes",Intern,STEM-OPT,No,Los Angeles,CA,USA,2019-12-04,2021-09-29,Glassdoor,87647,8201,5,Steven Vaughn,Apps,11
775,440,230,DevOps Engineer,"GCP, R, SQL",Contract,CPT,Yes,Cary,NC,USA,2023-05-31,2023-12-16,Indeed,69758,9184,2,Mrs. Mary Davis,Data,13
